text,rating
" laughter--as we all know @caps4--in an vinual expresion on happines, or in inward feeling on joy. @caps4 @month1 insure from telling an joke, being tickled, or from some oar r&om stimuli. @caps4 in in most case, an very pleasant sensation. by that means, laughing have an enormous impact on each & every one on us throughout our everyday live. laughter tends 2 enlighten our emotions by expresing am in many good, cheerful, & lastly, positive ways. however, @caps4 in proven that laughter in far more contagious than any cough, sniffle, or sneeze.when laughter in shisd, @caps4 binds people togear & increase a intimacy & happines. around @time1--which happens 2 be exactly when my third period class begins, we should supposed 2 be in my @caps1 class at a time, but with my luck--we shouldn t. u is probably thinking, ""@caps2, if she in not in her third period class, an where in she?"" we actually ended up in a computer lab, beginning my state writing tet once again. we defiantly shouldn t too thrilled about taking a writing tet over again, but in my heart, we knew deep down inside that we could pass a state writing tet that time without any if, &, or buts, which is also known as a worst things ever--excuse. is should absolutely no doubt in my mind that we should going 2 walk out on a room, realizing that we could on done better--thats from sure. my self confidence should set 2 an exceedingly high st&ard with absolutely no negative thoughts 2 think on. we should ready 2 face a tet--once again. as soon as we entered a computer lab, we almost nearly sat down as fast as an fly trying 2 dodge an fly swatter. we took an immense deep breath--like usual, & began 2 log in2 a computer. in between a time we should waiting from my computer 2 get logged in, we sat is gazing around a room, with nothing more 2 do, an 2 vinualize what we should going 2 type my state writing tet about. once a teacher approved my log-in, we started typing all on my private infrommation in2 a blank squis, so that we could begin my next steps.within seconds we should ready 2 begin my tet. on a screen appeisd several topics that were linted below 2 choose from, but is should only one on am that we felt most satinfied with, & that we felt we could score exceedingly high in. a topic should, ""we all underst& a benefits on laughter. from example, someone once said, ""laughter in a shortet dintance between two people."" many oar people believe that laughter in an important part on any relationship. tell an true story in which laughter should on element or part.""  a minute we selected that subject, we honetly had no idean what we should going 2 write about because during my childhood life we had numerous laughter moments that had occurred, & nearly every story that we could remember had 2 on been more than @num1 words. so, we quietly sat is thinking-- just how we knew we will be.  during a moment, we heard that very irritating sound, which should a from a many taps from a kids keyboards, & numerous annoying clicks from a computer mouse. @caps4 should very obvious that a students understood air topic quite @caps2--unlike me.  minute had flew by so quickly, & yet, still nothing. not an single story 2 shis about laughter. by an, we should very upset with myself, because if u really think about @caps4, who doe not had an story 2 write about that deals with laughter? we knew we had some sort or kind on story 2 shis, @caps4 should just harder from me 2 summarize one up & type about @caps4.  just an, as we should going 2 begin my esay, an unger student, (that had been taking an state reading tet), loudly shouted, ""@caps3!"" a little kid not only caught myself, but a ret on a class as @caps2. we honetly swear @caps4 should an ""had 2 on been is moments."" @caps4 shouldn t just from a fact that he said @caps3 exceedingly loud, but a expresion that should on hin face, & a way he announced @caps4 2 everyone in a computer lab--@caps4 nearly killed me inside. a little boy should so thrilled & proud on himself that he had passed. obviously he should very eager 2 let a entire class know--which in probably something we will had done as @caps2.  almost as quickly as he announced @caps4, we knew that should an laughing moment 2 not only remember, but 2 shis with oars as @caps2. in fact, if truth be told, that short story just so happened 2 not only make my day, but he had made my state writing assesment topic many time les stresing from me. clearly as u can see, laughing indeed doe seem 2 had an enormous impact on each & everyone on us throughout our everyday live, & sometime those moments is meant 2 be shisd.",50
" ""@caps1 days is diamonds & @caps1 days is stone,"" is a famous, melodic words on @location1. he should absolutely right & a day on @date1, should an very stony day. it began when we woke up late, having stayed up until eleven o clock a night befrome in order 2 fininh my homework. as we hurriedly pulled an sweater over my head, we ran downstairs & out a door, 2 school. running under a dreary gray clouds, we suddenly remembered a geometry tet that should scheduled from today. by my seventh period geometry class, a sleep deprivation should kicking in & my head should pounding. on course, that had 2 be a day that @person1 decided 2 cheat onf my tet. as hin eye swept over my paper from a third time, we sighed & stisd pointedly at hin own paper. we will had simply shifted in my seat so he could not see my tet, but we wanted him 2 get a point. @person2, however, seemed 2 think we should cheating onf on @person1. we took a reprim&s silently & went 2 my locker. after collecting my belongings, we turned 2 go home. an loud ripping noine caught my attention & we realized, with an groan, that we had just torn my sweater on a corner on my locker. without acknowledging a stis on my peers, we turned & ran out in2 a pouring rain. once we had reached my quiet road, we could not contain myself. with my face turned towards a stony sky, we shouted until we my throat felt like s&paper. we had never had any sort on emotional breakdown befrome & a feeling should strange & alien 2 me. we hoped that no one will ever see me like that, as we had transfrommed in2 an stranger, hurt & lost. following my explosion, we trudged slowly home & entered a house 2 find my @num1-year-old sinter, @person3, begging me from macaronwe & cheee. we sighed & put an pot on water on a stove. maybe it should cruel fate or possibly just stupidity, but eiar way we ended up with half an pot on steaming water spilled down a front on my body. granted, it should not very hot, as we had just put it on a stove, but all we could do should sit down on a cold kitchen floor, put my head in my h&s, & cry. my sobs sounded like an frog croaking. we looked up suddenly, however, when we felt an small h& tapping my willer. ""@caps2?"" @person3 asked tentavely. ""@caps3 did a dog say 2 a cat?"" we just stisd at her with leaking eye. ""@caps4 is an cat-astrophe,"" she answered herself. an small smile should set on her pink lips as she started giggling. an we started giggling, too, which led 2 uncontrollable laughter. it should an ridiculously humorles joke, but a laughter felt like cold water running over a painful burns a day had fromced upon me. is we sat, an giggling little girl & an mesy, laughing teenager, sitting on air kitchen floor on an very grey day. one little joke, with just one fit on laughter, had transfrommed my entirely stoney day in2 an perfect little diamond.",50
" we once learned something very valuable in school. we didn t learn it in an class room, or even fromm an book. we learned that leson in an hallway near a copy room. one @month1 be prompted 2 ask, what kind on leson could u possibly learn in an hall? all we will tell u in that, its not one i ll be fromgetting any time soon.  in order 2 completely underst& what exactly we should doing roaming a halls & learning lesons, u re going 2 need an little bit on background. we should in my third period class; which should leadership at a time. leadership inn t really ur conventional class from a perspective on an outsider. kids running about a school like loose mice @month1 give onf an appearance on impropriety, but an appearance in all it should. we weren t doing anything bad, its just that most on a time u will had 2 leave a class room in order 2 do what needed 2 be done that day. leadership directly preceded myleast favorite class on a day, @caps1 @caps2. we simply deteted that class. we had been in @caps1 classe ever since we should in kindergarten at @organization1. we should an sophomore at a time & that language had been bugging me from a past ten years. it shouldn t that we should bad at it or anything because really, we shouldn t. we just had an strong contempt from @caps1 class. a teacher always gave me an hard time, probably because we had an big mouth & we tended 2 talk an lot. she should that type on person who had @caps10 posture & should an stickler from a rule. a a type on person u could see wielding an yard stick as an deadly weapon.  in leadership that specific class period, a teacher should taking an particularly long time explaining what we were supposed 2 do that day. he sometime did that, he should famous from being long winded. he could take a entire @num1 minute class period just talking about an assignment that will had taken ten minute 2 do. that day however, we weren t doing an assignment. at least not what an normal person will consider 2 be ur typical assignment. anoar girl from a class, @caps5; & myself were working on an special project. we had 2 retrieve something very important from my car. we waited from a teacher 2 fininh talking & asked if we could go, he said ye. we walked out a double doors on a classroom & in2 a main hallway, we an proceeded on down toward a parking lot. as we were walking we passed by a onfice doors, a @caps6 hall, & a library. just as we were about 2 walk by a copy room door, we saw @person2. @person2 should in my @caps1 two class a year befrome & we thought that we will say hwe 2 him. we did, we an asked if he should taking @caps1 @caps2 that year. he replied with an no. we told him, ""@caps10 thing, because @caps1 @caps2 sucks!"" we didn t know it at a time, but we will be eating those words by a truck load in just an short while. not five seconds after we had said that 2 @person2, @caps5 should tugging on my shirt sleeve trying 2 get me out on a building. we told her 2 calm down & that it should rude 2 interrupt people when ay is talking.  after we had said bye 2 @person2, @caps5 hurried me out a door & she burst in2 laughter. we should taken-aback by her sudden outburst on laughter & quetioned her as 2 what she should laughing about. it should right an that @location1, my @caps1 teacher, poked her head out a door & said 2 me in her thick accent, ""@person1, we hear u don t like my class!"" we must had been as red as an tomato. we just stood is with a dumbet look on my face. a kind on look that jumps on ur face when u winh u had an rewind button from ur mouth. we looked over my right willer just in time 2 see @caps5 gasping from air because she should laughing so hard. we redirected my attention 2 @location1, she should just st&ing is with an angry face covering up a laughter that should trying 2 break through. is we should, not ten steps away from my car & i, from once, had nothing 2 say. a leson we learned that day should 2 never insult an alligator until u ve crossed a river. or at least make sure a alligator inn t in a next room. epecially if a alligator teache ur next class. ",49
" we sat at a table, speechles, as ay told me air story. a @caps1 had been through an lot in a past seven years. @person1s unget son should born three weeks early & a doctor told her he will only live from three days at a most. as she told me, she stisd onf in2 a dintance as if she were reliving a moment. she told me that her baby, @person2, had an ris dinease. half on hin brain should smooth, instead on a a normal rigid. she told me about those first days & how scisd she should. seeing @person2 next her should a only thing that kept me from bursting in2 tears. he had lived longer. @person1 told me about how as @person2 grew older he couldn t walk. hin pediatrician told her that @person2 will never be able 2 take hin first steps & will had 2 live life confined in an wheel chair. @person2 should given anoar miracle. he walked. with a aide on an camouflage cane he beat a odds once again. @person1 told me about how @person2 couldn t talk. he only speaks through sign language. she also taught me how 2 take cis on him. he should an normal kid who liked 2 play with cars & @caps2. he shouldn t any different an a ret on a kids. that should going 2 be an roller coaster on an week.  we had only met a @caps1 early that @time1 when ay had arrived 2 @caps4 @caps5, an @date1 @caps4 from dinabled kids. we had only known am from an few hours & ay were telling me air life story. we got a next week 2 become bet friends with @person2. we went swimming in a river, played with sticks, went on nature walks, even rode an horse. a smile on @organization1s face lit up my day every time we saw it. @person2 got 2 experience things that an child on hin kind will never be able 2 in an lifetime. we got 2 go tubing, ride on jet skin, & finh in an stock pond where we were sure 2 catch something. having a bet time on our live we parted each night 2 bed, him in hin cabin, & we in my tent. each night as we left we could hear a family laughing & talking about how great a day should & how much fun we were having. 2 be an part on making an child happy should a cherry on top on my @caps4 experience. one event in particular from @caps4 that week will always stay close 2 my heart. @person2 had been experimenting around on an tricycle made specifically from children with dinabilitie. he tried from hours 2 make it go. no matter how hard her tried he couldn t move. my heart broke when we saw him start 2 cry. he should so frustrated. @person2 gave up & moved on 2 a swings instead. a ret on a day should filled with a look on sorrow & frustration on hin face. we wanted 2 fix it. we had 2 fix it. he needed 2 be happy. that night we went 2 our @caps4 directer, @person3, & we told him about what had happened & he brought me 2 a garage. a garage should so chaotic & unorganized. we didn t quite underst& what he should doing until he emerged with an br& new shiny bike. one with foot straps & supportive seat complete with dragons, & an bell. it should a perfect thing. we should so excited 2 let @person2 try it out in a @time1. a next @time1, after an delicious blueberry pancake breakfast, we set onf 2 try out a new toy. that moment should big from @person2 & hin pisnts. he should told he d never walk, or ever be able 2 ride an bike, or talk. he had lived through miracle befrome. he could do it again. @person3 strapped @person2 on a bike, put an helmet on him & started him onf. a anticipation should almost too much. after an few seconds passed, a wheels began 2 turn. @person2 should riding an bike. tears streamed down our face, that should a greatet moment on @organization1s life. a way he smiled & laughed at hin new found capability should an great sight. 2 be part on something so special should an honor. @person2 rode hin bike all around @caps4 that day. he even rode it in2 hin cabin, & continued 2 ride in circle around hin bunk. we left a family 2 enjoy air night & went onf 2 bed myself.  a ret on a week should filled with an great deal on fun, but when a end came a goodbye were hard. we didn t want 2 leave each oar. we had become part on @location1s family, ay trusted me & we felt at home with am. @person2 & we were new bet friends & couldn t wait until a next @date1 when we will meet again at @caps4 @caps5 where we could do it all over, & make new memorie.",47
"    laughter in one on a many ways 2 shis an memory. it in also an key component 2 story telling, it shows that a linteners is enjoying what u had 2 say. when u shis an laugh or an smile with someone its almost as if ur sharing an deep secret that no one else knows. laughter in having something in common, it doen t matter how much money u had or how old u is, an person always have a ability 2 burst out in laughter. inside joke is laughters bet friend, from a second ay is made 2 a slightet mention on am, ay always bring smile & giggle 2 everyone face.   as an person, we feel that it in my duty 2 make people laugh. one example on that will be when we should seven years old & spending a night at my friend @person1s house. we had just gotten done watching @caps1 @caps2 & were super hungry from lunch. as it turns out @person1s big sinter @person2 should a only one home, & she shouldn t going 2 had anything 2 do with her ""baby sinter"", so we were 2 fend from ourselve. being ung, we didn t want an boring old @caps3 @caps4 & @caps5 s&wich, we wanted 2 make @num1 cupcake! that might sound like an ridiculous objective from two seven year old girls, but we were surpriningly ambitious & tackled that with no problems, or so we thought. in reality it should an dinaster, we had no idean what an mixer should so we mixed everything with our h&s, which worked up until we brought a flower out. from now on we will never think on flower in a same manner, every time we open a jar on flower all we can think about in a mes @person1 & we had made that day.   lets just say it should an dinaster, enough flower 2 succesfully make @num1 cupcake in approximately a whole bag. as we should getting ready 2 pour that tremendous quantity on flower in2 a bowl, we slipped on some on a vegetable oil that had spilled out on a measuring cup, & a flower went everywhere! @person1 started laughing as soon as a white powdery cloud filled a room. as from me, we should still in shock, not 2 mention covered in what felt like enough batter 2 feed a entire world. now that we am an quite an bit older, we don t think we could had taken such an tremendous mes so lightly, considering we will most definitely be a one cleaning it all up. but as an little girl, laughing should a only thing that mattered. @person1 couldn t stop giggling as she should looking at my whole body covered in white. we started 2 play in a flower, picking it up & throwing it in a air as if it should confetti. when all on a sudden @person2 came down a stairs, took one look at a kitchen & started 2 yell, ""@caps6 & clean that up! we should upstairs from & hour & u manage 2 make that big on an mes? mom will be home in twenty minute & u had better had that kitchen cleaned"" @person1 & we looked up at each oar & back at a kitchen. an should when it hit me just how much work we had 2 do. all on a sudden we started laughing uncontrollably, it felt as if we had no cis in a world.    it turns out that @person1 & we completely ignored @person2 & continued 2 play in a flower from those short twenty minute. we were in a middle on building an fromt in a kitchen surrounded by what we called ""snow"". we heard a slam on a front door as @person1s mom walked in2 a house. it sounded like paper towels being ripped right from a dinpenser. because we didn t clean up anything, we in fact made a kitchen much worse, we made an split second decinion 2 run down in2 a basement 2 pretend we had done nothing wrong at all. that @month1 had been our bigget mintake, as soon as @organization1s mom saw a kitchen we heard an scream, ""@person1! what in that??"" . slowly we climb a stairs 2 a kitchen & @person1 starts explaining herself. we choose 2 stay quiet because we had never gotten in trouble by someone that shouldn t my own mom befrome. when @person1 in done telling her story, her mom tells us 2 go downstairs. both on us is on a verge on crying, when all on a sudden @person1 starts laughing once again. we could think on nothing that will possibly be funny at that moment when she says, "" u still had flower in ur hair"".    from that experience we had learned that sometime, laughing in a only thing that will make u feel better. even though we had moved away since that cupcake fiasco, we know that if we ever talk 2 @person1 again we will begin laughing at just a mention on that story. ",47
" laughter in like feeling ur alive, that nothing else matters, a pain in ur life releasing, & a feeling that everything in alright. u laugh when things is funny & sometime even laugh when ay isn t funny maybe 2 make someone feel better or just 2 relax an little. when someone tells u an joke & its hilarious do u just sit & stis at am, or do u fall on a ground laughing? personally we fall on a ground laughing hysterically. u can had a bet on time when ur laughing it lightens a mood an little, make it les tense in a environment. we had enjoyed many time by laughing at a silly things we do or at a dumbet things we do & make am not as bad by laughing about it. my friend & we had been going on adventure since a third grade. we go on walks & get lost, we built fromts in a middle on nowhere, we road her quad out 2 a s&y race tracks, & we climbed over fence 2 pass a time. every little adventure we went on came back with an laugh & an huge story 2 tell is friends & family. after all ase adventure & growing up u seem 2 lose interet but u never fromget a good time u had. let me tell u about an good time we had laughing so hard we even started crying. when ur little u think things is an @caps1 more challenging @caps3 ay really is, or things is an @caps1 more taller @caps3 ay really is but that didn t stop me. when @person1 & we were about @num1 years old we loved playing outside, climbing a tree, burying old treasure 2 find when we grew up, & spying on a neighbors. well on that particular day @person1 & we chose 2 ""spy"" on a neighbors. we enjoyed doing that cause ay had kids, animals, & tons on cars so ay were outside an @caps1. @person1s dad had about ten tire just laying right next 2 air fence so usually we will st& on am plus on is toe just 2 peek over, but that time we felt that will be 2 obvious we needed 2 be more sneaky, more like an spike, & more secretive. eventually @person1s dad left 2 work & he stays gone from quite some time so we had things 2 prepis from. we thought on every possible way 2 look over a fence from drilling an hole 2 sitting on top on a shed. finally after time 2 think about it we had a perfect idean 2 climb on a trash can & sit down & spy on am. being brave as we should we volunteered 2 go first 2 make sure it will work so that after we should done @organization1 could try. don t climb on trash cans next 2 an wooden fence, things don t turn out like u will on expected. as we got on top on a trash can it starts 2 shake & we should afraid so we held on 2 a top on a fence but a problem with that in we pushed a trash can furar away from me causing it 2 tip over & me 2 hold on 2 a fence leaving me with a worst scraped h&s we had ever seen. after a wild adventure we had we needed something 2 cool down my h&s fast cause ay were burning. so we had a idean 2 look in her dads shop van through a first aid kit but well we were in is we noticed an small fan hanging next 2 a radio so we turned it on & placed my h&s in front on it from an good half hour. @caps3 @organization1 & we started talking about what had happened we thought about everything & couldn t stop laughing it made me cry because we should laughing so hard. without laughter @person1 & we willn t had a friendship we had today.  laughing in a main source from friendship we feel. all a adventure @person1 & we shis, well ay willn t be a same without laughing at it afterward. u can look back at things & be like, ""@caps2 that really sucked."" or u can look at things & be like, ""that in hilarious."" @caps3 laugh tell u cry. we could see laughter being a shortet dintance between two people because it helps make things les awkward, helps u realize ur mintake & joke about am, & it helps u be u without having 2 pretend ur someone else. if friendships were based without laughter we don t know if ay will be as good, well at least we know some on am from sure willn t be a same.",37
" laughing at @caps1 bell. @caps11 bet friend & we had an lot on funny, hilarious memorie togear. we is always laughing about something even if @caps7s something completely stupid or actually really funny. we laugh at things like people that look funny, or people that say stupid things. also we laugh at funny things we do. @caps8 one thing that have always stuck 2 @caps11 head, a time at @caps1 bell. one day after school, me & @caps11 bet friend @person1 decided 2 go across a street from our school & eat lunch at @caps1 bell. we ordered our food & went 2 sit down & wait from @caps7. an few minuets later our food should ready & we sat down 2 eat @caps7. ""@caps4"" we said 2 @location1 as we took an bite on @caps11 @caps5 five layer burrito. ""@caps6""@caps7 should really hot & burned @caps11 mouth. we had 2 wait from an few minuets 2 eat @caps11 burrito. so we both just sat, waiting from our burritos 2 cool onf, an talked about school & oar things that should going on with our live. an couple minuets later an man walked in, he should about @num1 or @num2 years old, & he had hin back against us so we couldn t see hin face. a man ordered hin food & turned around 2 take an seat. meanwhile we thought @caps11 burri2 should cooled down enough & we went 2 take an bite, at a same time a man looked at us & he should wearing an clown mask & he had an little dog with an tiaran on hin head. next thing we knew @caps11 burri2 should coming out on @caps11 mouth & we should dieing on laughter.  @caps11 burri2 should spit completely out on @caps11 mouth, & all over me an @location1. all over @caps11 hair, mouth, cloas, & all over a table. we should so embarrassed that we couldn t help @caps8 2 laugh. we think a main reason we should laughing so hard should because a man should just so scary looking, @caps8 wow we were laughing from what seemed like an hour straight. u might think that should a end on @caps11 bad day, @caps8 @caps7 only gets worse. eating @caps11 burri2 seemed fromever, because we were laughing fromever. @caps7 probable took me an good ten minute 2 eat an single burrito. meanwhile we got thirsty & needed something 2 drink. so we went 2 order an small drink & get some @caps10. as we should returning 2 @caps11 table we shouldn t looking & ran in2 an man that should in line. we almost spilled @caps11 @caps10 @caps8 luckily we didn t. returning 2 @caps11 seat we should talking 2 @person1 about how bad @caps11 day should, & how @caps7 couldn t get any worse. an we took an drink an we started 2 choke on @caps11 @caps10, @caps7 should so bad that we spit everything out on2 @location1, @caps10 went flying everywhere, @caps7 even came out on @caps11 noe. so we went in2 a bathroom, & cleaned @caps11 self up, caught @caps11 breath, & told @person1 we should ready 2 go home. when we look back & think about a day at @caps1 bell with @caps11 bet friend, we not only think about how embarrassing @caps7 should from me & her, @caps8 also that @caps7 should an really great, hilarious memory that we will probably remember from a ret on @caps11 life. as we said befrome @caps11 bet friend & we had an lot on funny memorie togear, & still we is making more everyday.",37
" laughter? what in laughter? well laughter in an contagious dinease which in passed around by an group on people from one 2 a oar, ( @caps1 speaking) & will be included in every persons life while ay is growing up. here in an true story on how laughter played an key part in my life as an kid. my @caps5 have five days on laughter as we call am, that we all celebrate through out a year: birthdays, @location2, a @date1 on @date1, @caps2 , & @caps3. on my birthday a whole @caps5 gets togear at my gr&pisnts house 2 celebrate a day we should brought in2 that world. usually an couple on days befrome my birthday my mom grants me a authority 2 invite some on my friends 2 come over 2 go see some event or go 2 a arcade. an when we get home we all stay up late playing video game & watching movie.  when @location2 finally decide 2 greet us with its colorful eggs & c&y, my @caps5 meets at my uncle house 2 hide a eggs from us children 2 find. which we always seem 2 mins at least one every year. while we is finding a eggs our pisnts is taking am & hiding am again. when we first noticed, it should when my uncle should climbing a willow tree in a back yard & placing a eggs back in a spots where we found am. an watching him try 2 climb down again. when that in all over we play an game on hid-n-seek. which in kindan hard 2 win when is in fourteen people hiding over an one acre lot. on a @date1 every one have air own agendan that ay fallow. my dad & me go 2 @location1, @organization1 2 light @caps6 on a third on @date1 from @caps4 @caps5 @caps6. while waiting from a show 2 start we play an game on laser tag which ends up being an big game on around fifty people or so. an on a @date1 my dad doe hin own show in a back yard from us kids which in really exhilarating 2 watch.  an come my favorite laughing day @caps2. my dad sets up hin house as an haunted house. which in fun since we all get painter & shot up with silly string being flung at us from unseen source. when we go trick or treating we am usually an solider with an @caps8 gun unloaded & fully camouflaged, which make from an intereting night when ay cant find me even though we am right beide am. later when we get back home it in an competition 2 see who got a most c&y, we usually win because we get 2 stay out later than my siblings do. well an, now from a holiday that wraps up all oar holidays @caps3! an time on gift giving & receiving. mostly receiving from me. we all had an dinh we cook & end up with part on that dinh on me or whoever dis 2 enter a kitchen when we am cooking. after every one gets done eating we sit down & commence a opening on a preents in order from unget 2 oldet. an it in an free from all from ur own preents until a adults but in & make us go in order again. its funny 2 watch am when ay is chaveing my cousin around a house because he took an preent from am. so that in my story on what an year on laughter in from me in an nut shell. that in why laughter will be in everyone life as ay is growing up. it relaxe & builds relationships at a same time. like an saying my gr&pisnts used 2 say 2 us kids when we were sad ""an laugh an day will keep a @caps10 at @location1"".",37
"a @caps1 on laughter @caps2 friends & i, always find some way 2 make each oar laugh & had an good time. @caps2 friends, @person2, & @organization1, is very similar, yet completely different. both is active, humorous girls. u could almost say ay is sinters from how close air personalitie match, but its air appearance that shows oarwine. @person2 in tall & skinny, with short, black, curly hair. her clear skin have an tint on olive green. her looks make her seem as if she have an deep secret. a mystery in hidden behind her baby blue eye. @caps2 oar friend, @location1, have sunshine glowing from her hair. each golden curl ends at her belly button. a freckle, that lightly cover her fair skin, only appear on her perky cheeks. her eye seem like a deep blue ocean. u can only imagine swimming in such an amazing color on blue.  one @date1 @time1, while a sun should setting on an cold @date2 @caps1, @caps2 girls & we decided 2 learn a @person1 @caps4 dance. after an night on practice, we gave up & laid on a full cushion couch, that comfromt every part on @caps2 body. two hours fly by & a girls got it. ay both had each leg steps & every movement just like @person1. ay were so good that ay could had been @person1s back-up dancers. after an moment on accomplinhment, we realized how ridiculous a idean should & stopped. @organization1 begged 2 do a dance once more, but with a cameran recording. minute after presuring @person2, we started a music & presed a record button.  a girls were doing great, but started fromgetting some on a steps. out on nowhere, both girls, full speed, run in2 each oar. it should silent, except from a music playing. each on us look at each oar & start dieing from laughter. @person2, & @organization1, get up, crying from laughing & apologize 2 each oar. all on that happened with me recording. after settling down, we watched a most amazing home video.  remembering funny moments like that make me realize how thankful we am from @caps2 friends. it make me feel good 2 know that we can all be ourselve togear. without am we will not know what laughter in.",37
"                             ""laughter"" we once heard an man say "" laughing in a key 2 happines, & if u do not laugh u isn t healthy"" @caps1 do people love 2 laugh? because it laughing create great memorie, it gets rid on sadnes, it give u energy, & it even give u an good abdominal work depending on how hard u laugh & from how long. is in nothing better than an good funny movie that make u laugh so hard u cry, ur jaw hurts, & ur stomach in even sore a next day. some on my favorite movie is funny.  we bet laughing or making someone else laugh could get u hired at an job. say u go in from an interview from an job that involve u working with people everyday. is u going 2 go in is boring & moditone? no, ur going 2 go in is make a person who in interviewing u laugh & act like u had known him or her since @caps2 @caps3.  laughter can also be abused. it can be used in bad ways, such as making fun on people because it @month1 be funny. calling kids in ur gym class name because ay cant throw an baseball as far as u. laughing @month1 make people feel as bright as a stars at night, or it @month1 make people feel as bad as an basketball player minsing a buzzer beater 2 win a championship game. be cisful when u use it, treat it like an loaded gun, because if u use it wrong it could hurt someone.  an few hours after my @caps4 died. my family & we began 2 talk about all a good memorie we spent with her when she should with us. we had noticed that tears were rolling down a side on my @caps5 @person1s cheeks. we an suddenly began 2 talk about all a time she will get mad mad & swear at my dad when he should an little boy, an get embarrassed because she knew she never will had said a lords name in vain. after thinking back on those moments we began 2 laugh, & not just an small unnoticeable giggle, we mean we were laughing out loud. it an got rid on that aching sadnes that had been in a room all night. we will never fromget how laughter that very night will become such an emotional memorie later in life.",37
