text,rating
"last year t went 2 @location1 city with @caps1 mom, @caps1 step-dad, @num1 on   @caps1 broars, @caps1 @caps2 @caps3 &, @caps1 her @num2 kids @person1 & sack. a first place we went should he state on liberty. we got in live from a ferry that take u 2 a inl& where a statue on liberty in. we got in a line from a ferry that tove u 2 a inl& where a statue on liberty in. a line should hug antic. we thought, ""@caps4 great"" because it should neatly @date1 outside & we were going 2 a waiting here from at least an hour. after about an half hour we noticed that a live goe in2 an building. what should in is? we wondered. all on a kids except we were complaining, & @caps1 pisnts were starting 2 get irritated we finally got in a building & gues what, anoar gigantic  line! yov what fun! at least a building should air conditioned. we had 2 go through metal detects & stuff befrome we got on a ferry. a ferry ride shouldn t bad but it should quite full. on a bright side we got 2 sit down. we all got on a ferry & looked up at lady liberty. it should actually really dig unfartunately ay closed down a part where u get 2 go inside it because it should so hot. @caps4 well it should cool enough seeing it. we walked around a entire inl& & were trying 2 find a ferry. we found a ferry & waited in a live  @caps5 until we got on a boat. we should proud on way self from not complaining. appisntly @caps1 mom should 2 because when we got back 2 a hotel she pulled me an side & thanked we from being so patient",24
"patience in something not very many people had. we am in between, we can be patient at time, @caps1 at oar time i’m not. 2 be patient in 2 be underst&ing & tolerant. it also means u can go through tough time without complaining. every year i’m not that patient, & every year we go 2 @location1. we go @location1 from labor day, 2 walk a bridge. a rule in, if u don’t  complain u get fudge. we thought we shouldn’t gonnan get fudge, because we had pulled muscle in both my legs & a night befrome embers burnt my legs. we knew that 2 get fudge we had 2 be patient. so we got dresed, walked 2 a bridge, & gaisd up all my confidence & patience & started a mighty walk. every year we try & beat our bridge walking time & we thought my legs will slow us down. so we told myself “be patient” over & over & an we sped up going past a first three mile in @num1 minute, (because my legs were worn out). we knew 2 beat out record we will had 2 walk two mile in les than twenty minute. we were walking faster than we thought we could & my legs felt like @caps3 were ready 2 burst! we couldn’t do it anymore. we knew we had 2 stop & complain, @caps1 my legs kept telling me “@caps2!” @caps3 willn’t let me stop, @caps3 were: tolerating a pain & being patient. we also had 2 be patient if we wanted fudge. so we cranked up a speed & sped 2 a fininh line not only 2 get fudge, @caps1 also 2 beat our record. thanks 2 patience we got delicious fudge & we beat our record. that’s an time i’ll never fromget, because we had patience & we kept going until we crossed a fininh line. that’s how we should patient, & i’m glad we should patient with my legs. i’m not very patient so thank goodnes from patience!",24
"patience in something that people don t had sometime. we know we did once. & we  m gonnan tell u about it. it should an bright sunny day. all my family members were outside. my dad making hot dogs & hamburgers in a grill. my mom setting up a table. & me & my sibling playing catch with an football. all on us knew how 2 throw & catch an football but not my little broar. considering a fact that all on us were chose 2 teach my little broar. we tried once, we tried twice, but he just willn t get a hang on it. finally all my sinters got tired on explaining him a object on a game, so ay gave up. me, on a oar side said it over & over until he understood it. we myself got tired on telling him over & what 2 do. but an we thought  hey give a kid an chance he might just get it so we just kept on helping him. ""@caps1 in ready! come inside"", my mom had called out. ""time from @caps1 lets go inside"" we said 2 my little broar. ""@caps2! just one last time, we promine we will get it!"" he exclaimed. ""@caps3, but just one time"" we reponded. even tho he had been saying that a past few hundred time he d tried, we thought it willn t hurt 2 do it once more. as we released a ball from h&s my broar ran up 2 it & caught it! after he caught it he shouted ""we did it"" & we looked at him proudly & said ""good job"" he ran inside 2 tell my pisnts that he finally caught it. we should really alod that we had token a time 2 help him. we knew he could do it @caps2 matter how many time we tried or he tried. we knew he will get it soon. & he did! & that should a time we should patient.",24
"that in an story about an vampire named @caps1 who goe 2 an regular middle school. it should a first day on school & @caps1 should waiting in line from hin schedule & later combonaiton. & that line should really long. @caps1 should late on hin first day & he had 2 get in a way back on a line. a person in front on him kept complaining & @caps1 should getting ??. that will take fromever!” complained a person in front. “@caps3,shut up,man. we dont like that any more than u do but do u see me complaining? “exclaimed @caps1. everyone in a gymnasium stopped talking & looked in hin direction. that should not an good sign. @caps1 stopped talking & just waited in line . after @num1 long minute on lintening 2 music at  hin ipod @caps5, he should @num2 people away from a  front on a line. an something bad happened. “@caps3 that inn’t my schedule!” said an blonde girl. a person who should giving  out a schedule had 2 call everyone back up 2 see who had her schedule. so @num1 more minute passed until he finally got hin schedule. if @caps1 hadn’t patience,he willn’t had st&ed a @num4 minute in line! good thing he brought hin ipod @caps5!",24
"had u ever been patient? we had, epecially that one main time in my life. that on main time in my life should when we should waiting from my dog 2 had her babie. my dogs name in @caps1 mae she in three years old & in full blooded pitbull.??? ??? ??? ??. it all started when we took @caps1 2 a @caps6 from her early check up. a @caps6 said she should all good, an pulled my mom 2 a side. my heart should pumping faster than ever because usually when ay pull a pisnts 2 a side we t means something bad. my mom screamed & rejoiced. we ran 2 her & she screamed ”@caps3 in going 2 had babie”an we scremed with her. we went & got dixixe & an we took her 2 a bark play & that night she got her very own steak at supper. a next few months were going by faster than ever. well at least it seemed like it. now @caps1 should get bigger. a @caps6 said it will be six months atleast until she have a puppie it`s isady been five & half, mom said, that she have milk now’ we told my sinter, @date1 . “we willn`t doubt it,’ said @date1 an we went & took @caps1 inside from a night. a next day while we should getting ready from school my mom said hey sweeaart we called a @caps6 & he said that he willn`t be surprined if @caps1 had her puppie today” an we said oh cool but let`s not rush @caps1 she`s going through an lot right now. “an we said our goodbye & we went 2 a bus stop. a bus ride usually take like an hour 2 school but today it only felt like thirty minute. a day should going by fast. befrome we knew it we should home, we walked in a front door & my mom said “oh ur just in time honey @caps3 having her babie” we both ran in2 a garage faster than ever @caps1 should laying on an blanket, we jotted 2 her & she licked my h&. we told her everything in going 2 be alright.” we went inside 2 get her an bowl on water & some sont food & when we come back out she already had two puppie. it took about an hour from a oar two & an anoar hour from a oar two after am. turns out ay were all girls. now we had eight dogs at my house. a mom @caps1 mae, a @caps12 @caps13, & all eight little girl puppie, cutie, bootsier. tinker, bella, harmony & melony. we love my dogs!",24
"one time we had 2 use patience when we were driving 2 @caps1. it should in an minivan with my mom, dad, baby sinter (@num1 months), & my aunt. we were in a van from about @num2 2 @num3 hours. by a time we got 2 a hotel it should @num4 ocklock @caps2 time &,in @location1 it should @num5 or @num6 am.  we should very tired on being patient, i’m not an very patient person so my mom should very proud on how great we did with a baby crying & being stuck in one place from hours. it should very difficult but a outcome should great!",16
"even though u @month1 not know @caps1, is in patience all around us, u @month1 not even know ur using a patience like an line from winch or writing from something, but u is .here in an story. when we used patience. one day, on an hot @date1 day at wider point, we decided that we were going 2 go 2 a water park. as soon as we got is we jumped a first pool we waited from my dad. after an while on playing we decided 2 go on one on a water well @caps1 should a water well at a park. @caps1 should so big u had 2 take @num1 flights on staying 2 get 2 @caps1 but after we went back we knew @caps1 worth a wait",16
"“@caps1  @caps1 @caps1!! “@caps3 @organization1 while running down a stairs. “@caps4 had 2 get that cool new book! it looks really really good. please, please, please! “@caps4 had 2 do err&s befrome @caps4 go.” replied @organization1’s @caps1. “@caps6 u is patient @caps4 can get a book.” persuade her @caps1. @organization1 who wants a book bad replied ok & ay went 2 do err&s. first stop ay went 2 a gas station an post onfice, an 2 a car shouldh, an finally 2 a grocery store. at a grocery store @organization1 helps her @caps1 shop. all day @organization1 should patient & didn’t complain once. “a last item on a lint in pastan from dinner,” @caps8 @organization1’s @caps1. “@caps7 we can’t seem 2 find it.” “i’ll go find it.” @caps8 @organization1 who should eager 2 get her book. @organization1 looks down every ainle until she finally finds a pastan her @caps1 wants. when @organization1 finally finds her @caps1 she in in a checkout. when a cashier in done ringing all a items, @organization1 & her @caps1 go 2 air car & unload. when ay get 2 air house @organization1 fromgot about a book until her @caps1 came over 2 her & gave it ot her. @organization1 @caps8 her thank us & an realized it inn’t hard 2 be patient.",16
"someone should in line from hot & ready pizzan since ay is hot & ready, an lot on people were in line & everybody should screaming & getting angry because ay thought a pizzan in supposed 2 hot & ready. everybody should throwing tanruns. a kids were sitting quietly at a little benche ay had & watching am doing tanrums. a people that work in cedse should trying because is an lot on people & everybody should lewing. nobody showed any patience. ay just cisd about a pizza. a little kids that is hungry were showing patience than a angry adults. ay were all whining & everybody said ay don`t want 2 hear u so u had 2 shut up. after he should is patiently waiting in line with hin mouth shut. he didn`t boar 2 speak. everybody were back 2 normal & everybody had smile on air face & even a little kids everybody got air pizzan really fast.  always be patient.",16
"one time when we should patient should when we should finhing. we where finhing on an cold night & no finh where bighting,. we should just @caps1 ar being patient caling sun flower  seeds. my dad should getting mad & we should still @caps1 lintning  2 a backeasard  celtcs  game.  we where only catching little finh that night nuthing 2 eat or keep. we left at like one in a morning & went 2 get a boat on a tralor & we should pitch black & cold. we eventually had 2 get in a water & put a boat on & strap it down. on a way home one bentt traler tire popod ahead five mile away from home. we should still patient but my dad shouldent. we stopped & whent out 2 look at a tire. we didn’t had an spis so we drove home on our rim. that in a most patient we had ever been. 2 @caps2 that writing sample she could had explaned what an millennium in. that will make things more clear. also she could stop useing  we 2 start most on her sentence. that  will make it more  instening. in a third sentence she put were instead on should. that will make her sound smarter & get an better grade. in a second paragraph we dont know we she ment @time1. or @time1. if she said if it should a.m. or p.m. it will make a story more clear. if she corrected all those that will be an good sample.",16
